envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
302	3462000	3534000	3534000	3294000	3534000	3414000	
303	3507000	3531000	3531000	3291000	3651000	3531000	
304	3504000	3528000	3528000	3288000	3648000	3528000	
305	3549000	3525000	3645000	3405000	3645000	3525000	
306	3546000	3522000	3642000	3402000	3642000	3522000	
307	3543000	3519000	3639000	3399000	3639000	3519000	
308	3564000	3516000	3636000	3396000	3636000	3636000	
309	3561000	3513000	3633000	3393000	3633000	3633000	
310	3558000	3510000	3630000	3390000	3630000	3630000	
311	3603000	3507000	3627000	3387000	3747000	3747000	
312	3624000	3504000	3744000	3384000	3744000	3744000	
313	3645000	3621000	3741000	3381000	3741000	3741000	
314	3666000	3618000	3738000	3498000	3738000	3738000	
315	3687000	3615000	3735000	3495000	3855000	3735000	
316	3684000	3612000	3732000	3492000	3852000	3732000	
317	3681000	3609000	3729000	3489000	3849000	3729000	
318	3678000	3606000	3726000	3486000	3846000	3726000	
319	3675000	3603000	3723000	3483000	3843000	3723000	
320	3720000	3600000	3840000	3480000	3840000	3840000	
321	3717000	3597000	3837000	3477000	3837000	3837000	
322	3714000	3594000	3834000	3474000	3834000	3834000	
323	3735000	3591000	3831000	3591000	3831000	3831000	
324	3756000	3588000	3828000	3588000	3828000	3948000	
325	3753000	3585000	3825000	3585000	3825000	3945000	
326	3774000	3582000	3822000	3582000	3822000	4062000	
327	3795000	3699000	3819000	3579000	3819000	4059000	
328	3792000	3696000	3816000	3576000	3816000	4056000	
329	3789000	3693000	3813000	3573000	3813000	4053000	
330	3786000	3690000	3810000	3570000	3810000	4050000	
331	3807000	3687000	3807000	3567000	3927000	4047000	
332	3804000	3684000	3804000	3564000	3924000	4044000	
333	3873000	3801000	3801000	3561000	4041000	4161000	
334	3918000	3798000	3798000	3678000	4158000	4158000	
335	3915000	3795000	3795000	3675000	4155000	4155000	
336	3912000	3792000	3792000	3672000	4152000	4152000	
337	3933000	3789000	3909000	3669000	4149000	4149000	
338	3954000	3786000	3906000	3786000	4146000	4146000	
339	3975000	3783000	4023000	3783000	4143000	4143000	
340	3972000	3780000	4020000	3780000	4140000	4140000	
341	3993000	3777000	4017000	3777000	4137000	4257000	
342	3990000	3774000	4014000	3774000	4134000	4254000	
343	4035000	3891000	4131000	3771000	4131000	4251000	
344	4032000	3888000	4128000	3768000	4128000	4248000	
345	4053000	3885000	4245000	3765000	4125000	4245000	
346	4074000	4002000	4242000	3762000	4122000	4242000	
347	4071000	3999000	4239000	3759000	4119000	4239000	
348	4068000	3996000	4236000	3756000	4116000	4236000	
349	4089000	4113000	4233000	3753000	4113000	4233000	
350	4158000	4110000	4350000	3870000	4110000	4350000	
351	4155000	4107000	4347000	3867000	4107000	4347000	
352	4152000	4104000	4344000	3864000	4104000	4344000	
353	4221000	4221000	4461000	3861000	4101000	4461000	
354	4218000	4218000	4458000	3858000	4098000	4458000	
355	4215000	4215000	4455000	3855000	4095000	4455000	
356	4212000	4212000	4452000	3852000	4092000	4452000	
357	4233000	4209000	4449000	3969000	4089000	4449000	
358	4254000	4206000	4446000	4086000	4086000	4446000	
359	4275000	4203000	4443000	4083000	4083000	4563000	
360	4296000	4200000	4440000	4080000	4080000	4680000	
361	4341000	4317000	4437000	4197000	4077000	4677000	
362	4362000	4314000	4434000	4194000	4194000	4674000	
363	4359000	4311000	4431000	4191000	4191000	4671000	
364	4356000	4308000	4428000	4188000	4188000	4668000	
365	4377000	4305000	4545000	4185000	4185000	4665000	
366	4374000	4302000	4542000	4182000	4182000	4662000	
367	4395000	4299000	4659000	4179000	4179000	4659000	
368	4440000	4416000	4656000	4296000	4176000	4656000	
369	4437000	4413000	4653000	4293000	4173000	4653000	
370	4458000	4530000	4650000	4290000	4170000	4650000	
371	4479000	4527000	4647000	4407000	4167000	4647000	
372	4500000	4524000	4644000	4404000	4164000	4764000	
373	4545000	4641000	4641000	4401000	4281000	4761000	
374	4542000	4638000	4638000	4398000	4278000	4758000	
375	4587000	4755000	4635000	4515000	4275000	4755000	
376	4632000	4872000	4632000	4512000	4392000	4752000	
377	4629000	4869000	4629000	4509000	4389000	4749000	
378	4674000	4866000	4746000	4626000	4386000	4746000	
379	4671000	4863000	4743000	4623000	4383000	4743000	
380	4668000	4860000	4740000	4620000	4380000	4740000	
381	4665000	4857000	4737000	4617000	4377000	4737000	
382	4662000	4854000	4734000	4614000	4374000	4734000	
383	4707000	4971000	4731000	4611000	4491000	4731000	
384	4728000	4968000	4728000	4608000	4488000	4848000	
385	4749000	4965000	4725000	4605000	4485000	4965000	
386	4770000	4962000	4722000	4722000	4482000	4962000	
387	4767000	4959000	4719000	4719000	4479000	4959000	
388	4764000	4956000	4716000	4716000	4476000	4956000	
389	4785000	4953000	4713000	4833000	4473000	4953000	
390	4854000	4950000	4830000	4950000	4590000	4950000	
391	4899000	5067000	4827000	4947000	4707000	4947000	
392	4896000	5064000	4824000	4944000	4704000	4944000	
393	4941000	5181000	4821000	4941000	4701000	5061000	
394	4938000	5178000	4818000	4938000	4698000	5058000	
395	4935000	5175000	4815000	4935000	4695000	5055000	
396	4932000	5172000	4812000	4932000	4692000	5052000	
397	4929000	5169000	4809000	4929000	4689000	5049000	
398	4926000	5166000	4806000	4926000	4686000	5046000	
399	4923000	5163000	4803000	4923000	4683000	5043000	
400	4944000	5280000	4800000	4920000	4680000	5040000	
401	4965000	5277000	4797000	4917000	4797000	5037000	
402	4986000	5274000	4794000	4914000	4794000	5154000	
403	5031000	5271000	4911000	4911000	4791000	5271000	
404	5028000	5268000	4908000	4908000	4788000	5268000	
405	5049000	5265000	4905000	4905000	4785000	5385000	
406	5046000	5262000	4902000	4902000	4782000	5382000	
407	5067000	5259000	4899000	4899000	4899000	5379000	
408	5088000	5256000	4896000	4896000	4896000	5496000	
409	5109000	5253000	5013000	4893000	4893000	5493000	
410	5106000	5250000	5010000	4890000	4890000	5490000	
411	5127000	5247000	5007000	4887000	4887000	5607000	
412	5172000	5244000	5124000	4884000	5004000	5604000	
413	5193000	5241000	5241000	4881000	5001000	5601000	
414	5190000	5238000	5238000	4878000	4998000	5598000	
415	5211000	5235000	5235000	4875000	5115000	5595000	
416	5208000	5232000	5232000	4872000	5112000	5592000	
417	5205000	5229000	5229000	4869000	5109000	5589000	
418	5202000	5226000	5226000	4866000	5106000	5586000	
419	5223000	5343000	5223000	4863000	5103000	5583000	
420	5220000	5340000	5220000	4860000	5100000	5580000	
421	5217000	5337000	5217000	4857000	5097000	5577000	
422	5238000	5334000	5214000	4974000	5094000	5574000	
423	5259000	5331000	5211000	4971000	5211000	5571000	
424	5256000	5328000	5208000	4968000	5208000	5568000	
425	5253000	5325000	5205000	4965000	5205000	5565000	
426	5274000	5322000	5202000	4962000	5202000	5682000	
427	5319000	5319000	5319000	4959000	5319000	5679000	
428	5340000	5316000	5316000	5076000	5316000	5676000	
429	5337000	5313000	5313000	5073000	5313000	5673000	
430	5358000	5310000	5310000	5190000	5310000	5670000	
431	5355000	5307000	5307000	5187000	5307000	5667000	
432	5352000	5304000	5304000	5184000	5304000	5664000	
433	5349000	5301000	5301000	5181000	5301000	5661000	
434	5346000	5298000	5298000	5178000	5298000	5658000	
435	5343000	5295000	5295000	5175000	5295000	5655000	
436	5364000	5292000	5292000	5172000	5412000	5652000	
437	5361000	5289000	5289000	5169000	5409000	5649000	
438	5382000	5286000	5286000	5286000	5406000	5646000	
439	5403000	5283000	5283000	5283000	5523000	5643000	
440	5424000	5280000	5280000	5400000	5520000	5640000	
441	5421000	5277000	5277000	5397000	5517000	5637000	
442	5442000	5394000	5274000	5394000	5514000	5634000	
443	5439000	5391000	5271000	5391000	5511000	5631000	
444	5436000	5388000	5268000	5388000	5508000	5628000	
445	5457000	5385000	5265000	5385000	5625000	5625000	
446	5478000	5382000	5262000	5382000	5622000	5742000	
447	5475000	5379000	5259000	5379000	5619000	5739000	
448	5520000	5496000	5376000	5376000	5616000	5736000	
449	5517000	5493000	5373000	5373000	5613000	5733000	
450	5514000	5490000	5370000	5370000	5610000	5730000	
451	5511000	5487000	5367000	5367000	5607000	5727000	
452	5508000	5484000	5364000	5364000	5604000	5724000	
453	5505000	5481000	5361000	5361000	5601000	5721000	
454	5526000	5478000	5358000	5478000	5598000	5718000	
455	5547000	5595000	5355000	5475000	5595000	5715000	
456	5568000	5592000	5352000	5472000	5592000	5832000	
457	5589000	5589000	5349000	5469000	5709000	5829000	
458	5610000	5706000	5346000	5466000	5706000	5826000	
459	5607000	5703000	5343000	5463000	5703000	5823000	
460	5628000	5700000	5460000	5460000	5700000	5820000	
461	5625000	5697000	5457000	5457000	5697000	5817000	
462	5622000	5694000	5454000	5454000	5694000	5814000	
463	5643000	5811000	5451000	5451000	5691000	5811000	
464	5664000	5808000	5448000	5448000	5808000	5808000	
465	5661000	5805000	5445000	5445000	5805000	5805000	
466	5658000	5802000	5442000	5442000	5802000	5802000	
467	5679000	5799000	5439000	5559000	5799000	5799000	
468	5676000	5796000	5436000	5556000	5796000	5796000	
469	5673000	5793000	5433000	5553000	5793000	5793000	
470	5670000	5790000	5430000	5550000	5790000	5790000	
471	5667000	5787000	5427000	5547000	5787000	5787000	
472	5688000	5784000	5544000	5544000	5784000	5784000	
473	5685000	5781000	5541000	5541000	5781000	5781000	
474	5730000	5778000	5658000	5658000	5778000	5778000	
475	5751000	5775000	5775000	5655000	5775000	5775000	
476	5772000	5772000	5772000	5652000	5892000	5772000	
477	5769000	5769000	5769000	5649000	5889000	5769000	
478	5790000	5766000	5766000	5646000	6006000	5766000	
479	5811000	5883000	5763000	5643000	6003000	5763000	
480	5880000	5880000	5880000	5760000	6e+06	5880000	
481	5877000	5877000	5877000	5757000	5997000	5877000	
482	5874000	5874000	5874000	5754000	5994000	5874000	
483	5895000	5991000	5871000	5751000	5991000	5871000	
