envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
421	5289000	5817000	4737000	5337000	4977000	5577000	
422	5286000	5814000	4734000	5334000	4974000	5574000	
423	5331000	5811000	4851000	5331000	5091000	5571000	
424	5352000	5928000	4848000	5328000	5088000	5568000	
425	5349000	5925000	4845000	5325000	5085000	5565000	
426	5346000	5922000	4842000	5322000	5082000	5562000	
427	5343000	5919000	4839000	5319000	5079000	5559000	
428	5364000	6036000	4836000	5316000	5076000	5556000	
429	5385000	6033000	4953000	5313000	5073000	5553000	
430	5430000	6030000	4950000	5310000	5190000	5670000	
431	5427000	6027000	4947000	5307000	5187000	5667000	
432	5448000	6024000	4944000	5304000	5304000	5664000	
433	5445000	6021000	4941000	5301000	5301000	5661000	
434	5442000	6018000	4938000	5298000	5298000	5658000	
435	5439000	6015000	4935000	5295000	5295000	5655000	
436	5436000	6012000	4932000	5292000	5292000	5652000	
437	5457000	6009000	5049000	5289000	5289000	5649000	
438	5478000	6006000	5166000	5286000	5286000	5646000	
439	5499000	6003000	5163000	5283000	5403000	5643000	
440	5520000	6e+06	5160000	5400000	5400000	5640000	
441	5541000	5997000	5157000	5397000	5397000	5757000	
442	5538000	5994000	5154000	5394000	5394000	5754000	
443	5535000	5991000	5151000	5391000	5391000	5751000	
444	5556000	5988000	5148000	5508000	5388000	5748000	
445	5577000	6105000	5145000	5505000	5385000	5745000	
446	5574000	6102000	5142000	5502000	5382000	5742000	
447	5595000	6099000	5139000	5619000	5379000	5739000	
448	5616000	6096000	5136000	5616000	5376000	5856000	
449	5613000	6093000	5133000	5613000	5373000	5853000	
450	5610000	6090000	5130000	5610000	5370000	5850000	
451	5607000	6087000	5127000	5607000	5367000	5847000	
452	5604000	6084000	5124000	5604000	5364000	5844000	
453	5625000	6081000	5121000	5601000	5481000	5841000	
454	5622000	6078000	5118000	5598000	5478000	5838000	
455	5619000	6075000	5115000	5595000	5475000	5835000	
456	5640000	6072000	5112000	5712000	5472000	5832000	
457	5661000	6069000	5229000	5709000	5469000	5829000	
458	5682000	6066000	5226000	5706000	5586000	5826000	
459	5679000	6063000	5223000	5703000	5583000	5823000	
460	5676000	6060000	5220000	5700000	5580000	5820000	
461	5697000	6057000	5217000	5697000	5697000	5817000	
462	5694000	6054000	5214000	5694000	5694000	5814000	
463	5715000	6051000	5211000	5691000	5691000	5931000	
464	5736000	6048000	5328000	5688000	5688000	5928000	
465	5733000	6045000	5325000	5685000	5685000	5925000	
466	5754000	6042000	5322000	5682000	5682000	6042000	
467	5751000	6039000	5319000	5679000	5679000	6039000	
468	5748000	6036000	5316000	5676000	5676000	6036000	
469	5769000	6033000	5313000	5673000	5793000	6033000	
470	5766000	6030000	5310000	5670000	5790000	6030000	
471	5763000	6027000	5307000	5667000	5787000	6027000	
472	5784000	6024000	5304000	5664000	5904000	6024000	
473	5805000	6021000	5301000	5661000	5901000	6141000	
474	5802000	6018000	5298000	5658000	5898000	6138000	
475	5823000	6015000	5415000	5655000	5895000	6135000	
476	5844000	6012000	5412000	5652000	5892000	6252000	
477	5865000	6009000	5409000	5769000	5889000	6249000	
478	5886000	6126000	5406000	5766000	5886000	6246000	
479	5907000	6123000	5403000	5763000	5883000	6363000	
480	5928000	6120000	5400000	5760000	5880000	6480000	
481	5949000	6117000	5517000	5757000	5877000	6477000	
482	5946000	6114000	5514000	5754000	5874000	6474000	
483	5967000	6231000	5511000	5751000	5871000	6471000	
484	5964000	6228000	5508000	5748000	5868000	6468000	
485	6009000	6225000	5625000	5865000	5865000	6465000	
486	6030000	6222000	5742000	5862000	5862000	6462000	
487	6027000	6219000	5739000	5859000	5859000	6459000	
488	6072000	6336000	5856000	5856000	5856000	6456000	
489	6069000	6333000	5853000	5853000	5853000	6453000	
490	6090000	6450000	5850000	5850000	5850000	6450000	
